Time,Z4383,Z8722,Z9657,Z8246,Z0353,Z0113,Z3993,Z1140,Z6623,Z3162,Z8043,Z1326,Z8397,Z3240,Z3953,Z6782,Z8627,Z5758,Z6929,Z6872
2025-01-22 14:37:19,26.48,1.64,4.65,24.74,0.72,2.48,0.63,2.98,28.98,1.61,2.56,29.3,29.42,1.17,0.66,1.24,1.59,1.28,20.43,1.15
2025-01-22 14:37:20,4.02,3.11,20.6,1.21,26.6,2.96,0.73,3.63,1.2,23.49,26.43,27.9,1.48,2.92,2.26,4.85,1.8,4.33,0.98,20.12
2025-01-22 14:37:21,1.09,4.3,2.97,2.64,24.09,0.51,0.57,2.33,4.61,1.04,1.91,26.47,2.97,23.65,26.03,4.55,3.4,27.15,26.05,3.21
2025-01-22 14:37:22,4.84,3.55,0.8,1.81,25.48,4.96,1.56,4.39,20.85,3.29,2.26,2.19,0.87,1.51,2.51,28.59,20.98,21.96,20.85,27.62
2025-01-22 14:37:23,2.67,3.27,1.23,3.77,1.4,2.44,0.87,23.7,24.1,1.1,2.87,0.63,4.36,1.41,24.99,3.49,3.69,1.8,21.65,1.26
2025-01-22 14:37:24,0.86,24.22,20.69,1.09,1.97,26.92,29.22,3.37,2.46,3.09,25.15,3.4,22.08,2.14,1.49,28.68,3.79,2.26,2.13,24.82
2025-01-22 14:37:25,29.69,27.41,20.61,1.77,2.16,24.57,2.24,2.78,1.83,0.56,0.69,4.34,23.08,1.18,2.81,3.93,1.56,21.73,27.43,3.65
2025-01-22 14:37:26,27.76,3.71,0.7,1.17,4.42,1.63,1.76,0.84,27.41,4.0,27.8,26.35,23.87,29.65,1.15,0.99,1.94,1.63,3.04,4.73
2025-01-22 14:37:27,2.56,26.79,1.38,1.51,0.6,4.58,0.89,1.93,1.56,4.24,3.65,4.94,27.87,0.76,27.41,1.43,4.94,1.64,0.63,4.88
2025-01-22 14:37:28,1.76,3.84,22.52,1.3,24.08,3.38,25.46,20.05,4.91,24.22,4.39,2.27,1.01,2.73,0.92,24.92,1.45,28.45,1.64,28.41
2025-01-22 14:37:29,26.5,20.52,24.06,2.69,22.4,2.03,4.32,4.24,2.09,21.62,1.34,26.97,1.06,26.9,2.48,26.42,4.25,2.46,1.12,28.42
2025-01-22 14:37:30,4.52,0.77,1.97,25.45,1.36,4.61,24.29,1.08,4.38,20.96,1.1,0.78,0.99,3.41,1.43,25.88,3.4,29.67,4.53,1.05
2025-01-22 14:37:31,22.06,0.87,4.48,27.84,21.78,29.24,4.35,23.08,26.13,1.14,3.82,3.82,3.42,22.96,1.98,29.62,21.58,1.18,0.87,3.8
2025-01-22 14:37:32,1.2,22.09,3.01,24.15,22.0,2.5,21.59,1.13,0.78,27.71,0.58,4.17,2.48,2.23,4.99,1.87,28.82,1.29,24.19,27.37
2025-01-22 14:37:33,24.62,1.79,3.3,2.85,3.65,2.58,3.2,2.93,24.26,28.81,1.42,4.33,25.17,1.63,4.1,4.66,3.5,0.79,29.35,26.19
2025-01-22 14:37:34,24.34,2.71,0.59,0.68,1.27,1.12,2.33,23.71,2.02,21.29,23.22,0.74,0.54,23.8,0.6,1.55,29.19,3.53,2.23,1.98
2025-01-22 14:37:35,26.07,0.62,1.73,3.69,1.69,2.79,0.8,20.9,3.9,1.08,1.85,24.47,22.61,26.67,22.8,29.92,4.04,20.86,2.88,1.05
2025-01-22 14:37:36,21.1,20.29,23.47,3.62,23.63,2.36,1.35,1.33,1.83,1.42,1.77,3.33,0.81,4.1,23.72,2.92,26.45,26.53,1.26,3.96
2025-01-22 14:37:37,25.81,27.81,29.37,24.54,2.89,2.07,3.86,1.02,0.62,1.58,2.81,1.94,1.88,1.92,1.79,29.0,4.14,2.2,29.85,0.56
2025-01-22 14:37:38,1.8,4.21,2.25,2.26,3.68,2.85,1.5,4.6,24.02,23.27,22.62,2.27,3.88,2.45,0.98,25.47,26.4,2.86,29.22,20.9
2025-01-22 14:37:39,0.76,1.21,3.61,3.3,28.41,0.87,3.71,2.03,1.17,26.43,21.9,0.76,2.65,3.44,1.46,29.35,1.06,27.08,25.19,4.59
2025-01-22 14:37:40,1.28,25.01,2.52,1.7,29.63,2.06,3.29,4.38,0.61,0.95,21.38,0.65,0.89,28.65,4.53,0.64,1.83,0.56,4.83,2.86
2025-01-22 14:37:41,1.02,26.57,23.56,22.69,4.85,2.73,1.23,1.38,0.8,25.48,2.76,4.62,4.19,3.16,2.19,2.97,2.72,1.87,1.68,1.14
2025-01-22 14:37:42,4.37,28.69,22.06,27.98,3.76,2.21,4.94,23.46,1.17,23.52,3.69,22.85,25.29,23.17,2.51,0.63,2.78,2.11,27.13,0.82
2025-01-22 14:37:43,26.05,1.07,2.34,1.39,28.46,23.55,24.7,1.52,2.67,20.05,0.73,4.55,27.0,3.81,2.65,3.9,29.04,27.39,26.18,28.78
2025-01-22 14:37:44,1.94,1.5,1.32,4.85,4.91,26.86,4.65,25.56,4.42,24.89,29.2,3.77,0.97,24.61,0.81,0.8,27.8,4.13,26.41,27.52
2025-01-22 14:37:45,2.57,2.51,4.92,24.83,1.71,23.76,3.11,26.58,0.57,4.02,27.22,26.5,2.09,29.77,2.35,0.6,1.12,1.93,4.25,28.81
2025-01-22 14:37:46,28.68,29.6,1.14,29.72,29.37,3.87,1.47,20.7,1.05,0.72,0.75,1.3,22.4,24.33,1.32,25.3,1.33,1.81,29.7,21.79
2025-01-22 14:37:47,3.57,26.83,4.59,26.6,28.96,24.31,28.76,0.91,4.9,2.11,1.68,4.17,24.06,4.69,0.79,1.03,0.72,3.68,1.23,2.14
2025-01-22 14:37:48,2.09,28.15,0.83,4.5,25.9,22.84,1.21,1.04,0.97,21.81,0.56,4.98,23.86,1.34,1.06,21.29,1.83,4.23,2.0,0.51
2025-01-22 14:37:49,4.43,1.86,0.84,1.5,23.06,21.54,27.54,1.99,3.52,1.75,1.97,0.76,1.07,1.5,2.39,0.93,3.28,0.66,1.4,24.0
2025-01-22 14:37:50,1.03,20.74,3.44,1.88,4.01,3.45,4.15,3.45,28.98,0.98,2.67,29.75,2.62,3.12,23.16,20.39,3.1,2.65,0.9,0.81
2025-01-22 14:37:51,27.96,20.64,0.74,3.3,1.28,22.68,0.54,2.26,28.82,1.45,1.1,20.17,21.4,22.74,29.08,24.56,1.46,26.16,1.15,1.32
2025-01-22 14:37:52,1.12,2.01,1.31,4.41,1.39,4.95,1.03,1.25,25.55,22.7,2.69,21.27,1.36,4.04,0.91,1.57,2.32,4.64,3.86,1.12
2025-01-22 14:37:53,1.18,4.94,3.25,4.83,0.71,3.6,3.52,22.81,29.51,22.32,29.88,1.26,1.52,21.11,4.43,2.4,0.88,3.28,2.56,3.28
2025-01-22 14:37:54,2.37,24.26,29.94,1.68,1.7,2.35,1.69,0.82,4.94,4.25,4.76,26.28,28.13,4.41,29.44,28.07,2.45,4.76,3.52,1.91
2025-01-22 14:37:55,23.09,4.81,28.27,23.18,27.76,2.77,1.74,21.9,4.59,22.43,27.46,1.96,0.56,4.95,1.35,28.92,3.94,3.89,1.01,1.23
2025-01-22 14:37:56,2.18,29.39,25.19,3.37,23.36,29.83,25.37,1.73,21.87,28.9,2.84,1.73,28.55,1.23,22.93,28.31,25.93,1.47,25.49,4.27
2025-01-22 14:37:57,1.07,2.37,2.86,2.95,1.04,29.87,27.95,25.85,24.19,2.05,1.49,3.19,1.34,22.65,1.12,22.21,22.38,3.19,3.86,3.79
2025-01-22 14:37:58,29.1,1.89,29.87,0.7,1.4,0.67,21.25,24.25,0.68,25.32,2.39,1.0,3.71,1.5,1.96,1.88,28.61,1.99,1.27,24.83
2025-01-22 14:37:59,3.09,1.56,3.18,27.24,23.72,2.35,23.52,23.85,4.68,1.93,0.93,4.01,21.42,0.54,0.91,20.56,1.07,27.28,26.97,4.26
2025-01-22 14:38:00,28.56,0.75,4.92,27.96,4.87,27.92,1.31,29.75,1.01,21.81,3.5,1.48,0.66,22.54,26.38,3.47,21.72,27.57,29.93,1.26
2025-01-22 14:38:01,4.82,1.29,3.2,1.36,4.86,23.61,27.85,1.75,4.72,3.85,1.08,23.27,4.46,3.53,28.42,24.68,0.71,2.27,24.85,3.74
2025-01-22 14:38:02,26.88,1.21,29.51,20.8,26.5,1.66,26.51,0.88,29.86,24.53,4.07,1.61,3.93,3.69,28.75,27.71,20.14,1.58,0.57,4.62
2025-01-22 14:38:03,1.38,2.43,2.03,26.28,0.71,21.17,4.1,3.31,0.58,26.03,1.95,3.55,2.99,0.61,1.22,4.41,4.78,28.27,3.63,1.49
2025-01-22 14:38:04,1.98,1.15,23.61,3.3,26.83,0.61,25.95,2.42,23.25,1.31,1.96,1.8,1.08,1.98,2.61,0.66,4.94,0.84,1.65,26.29
2025-01-22 14:38:05,25.84,1.71,1.99,0.67,27.75,1.8,22.93,25.78,0.84,27.92,1.52,27.69,26.41,23.91,2.99,4.05,0.85,27.88,4.33,4.97
2025-01-22 14:38:06,24.24,29.38,3.53,1.11,25.79,0.68,1.5,24.35,4.41,24.25,1.0,4.17,4.31,20.03,21.03,23.91,24.79,1.22,2.04,0.6
2025-01-22 14:38:07,20.86,28.72,28.89,1.67,3.34,2.16,1.4,2.62,23.16,1.5,1.6,0.75,26.53,1.13,1.76,2.45,4.11,25.04,29.69,1.25
2025-01-22 14:38:08,1.96,3.49,4.03,28.22,29.22,25.5,3.65,1.1,3.04,1.47,1.11,4.86,1.02,4.36,3.68,0.57,0.97,0.51,27.01,4.99
2025-01-22 14:38:09,0.55,4.21,2.59,3.77,23.99,22.2,24.21,22.91,1.0,27.88,1.52,1.59,1.11,1.0,25.33,24.52,4.89,1.74,4.73,22.61
2025-01-22 14:38:10,1.88,1.21,24.51,2.88,1.19,25.04,1.46,28.17,29.58,2.08,2.73,3.92,0.95,0.71,26.37,29.41,1.46,2.06,1.15,1.55
2025-01-22 14:38:11,2.16,21.67,24.06,1.22,1.54,3.18,1.48,4.77,22.73,27.23,1.65,23.63,27.0,0.9,4.8,1.59,1.35,4.03,22.01,3.81
2025-01-22 14:38:12,27.9,1.16,24.87,24.61,3.92,3.03,27.88,28.77,1.48,26.99,1.76,0.53,1.15,1.59,0.79,1.52,1.37,21.35,28.84,22.0
2025-01-22 14:38:13,1.5,26.57,1.26,24.16,1.9,1.21,23.7,2.39,3.59,1.26,3.55,28.01,23.01,0.98,20.89,1.97,1.49,4.89,1.26,0.73
2025-01-22 14:38:14,1.42,23.03,1.95,29.44,21.17,20.81,28.0,3.27,3.7,2.38,22.77,1.84,3.33,4.3,1.51,0.76,27.07,4.54,1.79,4.25
2025-01-22 14:38:15,21.68,20.6,1.94,2.84,28.97,1.67,3.58,1.32,3.99,22.72,4.09,1.72,2.83,3.16,24.19,1.5,20.24,3.51,1.21,1.64
2025-01-22 14:38:16,3.8,1.3,3.92,1.61,25.48,28.53,1.27,23.25,23.9,2.44,1.21,27.59,20.49,2.55,4.73,24.17,21.7,2.85,2.6,4.94
2025-01-22 14:38:17,23.26,2.04,1.32,2.19,20.78,1.33,29.33,1.01,21.11,22.52,2.63,22.37,27.9,0.52,21.25,24.37,3.06,2.92,1.09,1.99
2025-01-22 14:38:18,2.92,1.96,4.89,28.43,27.12,4.94,1.47,4.6,2.19,3.75,1.96,29.75,4.72,23.56,2.72,29.16,2.91,20.16,0.8,22.45
2025-01-22 14:38:19,25.72,1.22,1.41,24.99,3.82,2.61,1.19,1.59,1.1,2.33,1.69,3.9,26.13,2.25,0.89,0.97,20.47,1.54,1.45,28.05
2025-01-22 14:38:20,4.78,27.36,27.55,29.5,21.18,26.18,1.19,26.39,1.29,25.07,3.37,2.64,4.63,1.07,21.54,0.8,29.82,4.43,2.77,3.91
2025-01-22 14:38:21,27.86,4.09,21.54,24.13,2.33,23.9,1.64,26.02,29.9,23.2,2.97,1.63,1.83,4.92,2.09,27.23,22.76,1.57,25.08,23.17
2025-01-22 14:38:22,3.47,29.82,25.98,1.6,3.84,0.69,3.77,0.78,4.78,26.62,20.65,2.39,1.86,27.08,24.68,3.72,1.38,29.83,27.95,4.96
2025-01-22 14:38:23,1.48,2.56,2.59,1.08,0.85,2.45,29.74,23.26,24.7,24.77,3.3,23.72,24.05,4.02,1.45,4.6,0.59,1.75,25.89,1.09
2025-01-22 14:38:24,24.06,24.11,0.9,1.87,29.13,1.79,22.72,28.52,27.5,2.28,3.72,1.61,1.0,1.07,25.93,1.76,2.59,22.72,1.34,24.24
2025-01-22 14:38:25,28.38,1.38,1.34,22.92,3.9,27.99,2.33,23.39,29.39,22.27,1.2,1.64,3.47,1.32,1.34,3.73,29.49,1.21,3.01,2.22
2025-01-22 14:38:26,3.78,24.7,29.11,3.05,27.07,1.76,1.3,0.73,3.12,3.17,25.91,28.97,1.11,20.96,0.66,0.68,1.24,0.9,24.68,25.55
2025-01-22 14:38:27,1.41,3.29,3.85,1.57,24.97,22.62,28.0,0.81,26.48,29.36,2.05,29.54,20.73,0.98,29.13,22.23,1.67,24.02,22.11,4.62
2025-01-22 14:38:28,4.53,2.0,3.13,2.73,4.04,3.15,22.14,1.04,4.08,2.09,1.13,1.25,2.03,26.63,4.68,26.77,2.21,2.92,28.41,3.77
2025-01-22 14:38:29,1.46,1.68,24.07,0.62,1.75,0.94,23.56,3.24,28.63,1.42,0.54,26.65,4.23,4.17,0.69,1.58,3.35,1.18,23.59,20.57
2025-01-22 14:38:30,21.83,2.89,28.06,1.69,0.91,29.21,1.83,0.68,4.32,28.38,1.99,22.82,20.25,0.81,0.92,4.83,23.46,26.95,2.56,22.47
2025-01-22 14:38:31,1.85,0.67,1.69,20.26,3.15,22.23,1.69,1.64,29.72,1.71,3.03,3.6,2.87,1.63,21.65,2.66,23.38,1.37,22.65,1.0
2025-01-22 14:38:32,4.47,28.5,1.54,1.05,27.66,24.47,2.68,4.78,4.04,1.24,24.49,3.97,1.1,3.59,22.43,1.27,0.82,21.03,24.64,1.28
2025-01-22 14:38:33,0.84,2.1,28.1,2.63,1.32,1.87,25.34,3.22,4.78,1.04,2.64,29.04,3.32,3.94,24.07,3.2,21.55,3.09,24.5,2.15
2025-01-22 14:38:34,3.47,0.95,1.41,25.74,1.07,23.94,20.57,4.31,0.7,4.02,2.58,27.05,1.79,24.82,29.85,24.78,0.95,1.5,4.37,20.3
2025-01-22 14:38:35,4.0,1.53,4.06,2.73,1.11,3.59,29.54,0.51,2.19,20.07,1.67,1.38,21.25,3.23,28.67,3.35,3.57,21.44,3.4,0.59
2025-01-22 14:38:36,3.64,2.76,4.16,3.91,0.78,1.32,3.61,1.59,22.02,26.24,4.98,24.28,1.78,1.06,2.26,3.75,1.47,4.5,29.49,2.78
2025-01-22 14:38:37,3.24,2.42,2.79,1.48,21.36,25.96,21.38,3.59,28.61,2.5,27.19,1.25,2.43,21.55,3.21,23.81,1.35,1.3,4.22,26.72
2025-01-22 14:38:38,0.91,28.14,2.63,1.22,0.92,23.18,1.62,3.89,28.71,29.79,0.75,1.85,0.75,27.22,27.67,2.79,3.16,23.37,22.26,28.1
2025-01-22 14:38:39,1.2,2.78,1.99,22.16,21.18,1.32,27.71,28.07,1.78,21.46,0.73,1.46,1.7,25.53,1.99,3.25,29.03,20.93,1.85,26.37
2025-01-22 14:38:40,0.78,1.72,3.33,1.47,4.43,22.92,0.8,3.19,0.53,0.98,4.7,2.67,1.75,2.98,1.1,3.37,2.84,24.31,0.71,20.03
2025-01-22 14:38:41,1.56,2.12,2.26,4.91,1.33,26.99,0.6,0.96,27.46,20.81,1.92,2.53,22.62,3.28,1.27,1.11,3.31,3.59,28.67,4.36
2025-01-22 14:38:42,1.85,0.93,1.73,1.0,1.86,22.91,4.93,2.14,27.91,3.01,29.2,1.98,21.57,2.71,1.76,3.19,0.99,23.46,22.93,24.44
2025-01-22 14:38:43,1.16,0.85,3.78,2.24,28.14,4.03,1.84,4.45,4.45,25.32,1.48,4.02,1.43,3.33,2.18,4.23,24.62,25.5,1.21,3.01
2025-01-22 14:38:44,0.97,3.56,3.82,0.67,1.67,2.22,2.67,1.29,4.9,2.42,3.91,28.49,1.72,3.36,1.46,0.99,1.94,0.69,3.43,27.35
2025-01-22 14:38:45,0.97,22.94,26.11,2.77,3.06,1.95,3.97,21.16,3.06,27.4,1.09,1.36,0.56,4.22,29.26,0.66,3.77,0.85,0.95,24.51
2025-01-22 14:38:46,1.84,3.56,0.54,1.39,21.91,21.46,3.62,4.61,29.65,23.48,2.9,23.82,1.01,1.85,1.12,4.53,25.03,2.18,23.79,0.72
2025-01-22 14:38:47,27.81,0.86,1.8,22.05,3.83,25.61,28.71,3.58,20.84,25.78,24.73,4.24,1.66,1.19,27.38,4.53,1.0,4.15,4.95,4.37
2025-01-22 14:38:48,29.32,3.01,27.52,0.89,4.11,3.96,2.73,28.09,2.63,4.41,2.27,2.51,1.24,3.31,20.46,2.33,1.42,27.08,26.4,26.64
2025-01-22 14:38:49,22.87,0.85,2.79,1.23,28.04,3.64,2.13,23.5,24.96,1.6,1.28,22.51,1.61,20.11,24.77,3.26,1.65,2.02,2.85,26.51
2025-01-22 14:38:50,1.03,1.99,1.02,3.25,27.43,4.13,1.73,1.79,2.15,2.94,26.21,26.82,4.87,1.26,0.53,27.29,3.72,0.62,4.51,2.21
2025-01-22 14:38:51,23.96,2.62,23.2,1.64,1.64,4.31,24.2,1.59,20.81,3.12,24.04,3.06,0.75,3.12,1.94,4.43,27.59,1.07,0.72,3.22
2025-01-22 14:38:52,23.55,1.27,3.46,22.24,0.73,28.9,0.75,24.25,25.41,20.51,21.94,3.92,1.74,3.71,0.78,3.08,3.1,21.76,27.9,23.5
2025-01-22 14:38:53,28.16,0.98,2.04,1.51,0.94,0.98,4.35,2.87,2.14,2.7,0.89,0.61,0.56,4.88,1.26,27.42,26.5,2.99,0.63,26.23
2025-01-22 14:38:54,0.85,29.96,0.97,4.42,2.73,22.83,2.37,2.32,24.87,28.32,4.07,27.56,3.58,4.68,3.5,20.82,3.84,28.22,27.65,2.38
2025-01-22 14:38:55,24.66,28.27,4.75,29.05,26.21,0.87,4.67,0.75,20.49,26.78,29.47,1.72,1.68,26.36,3.7,3.19,3.7,3.77,1.35,2.61
2025-01-22 14:38:56,21.07,29.15,3.04,0.62,25.33,0.77,2.62,4.34,3.98,4.28,27.59,4.57,4.48,3.69,23.3,24.81,4.5,24.27,0.63,1.74
2025-01-22 14:38:57,0.64,28.24,4.04,4.78,0.9,1.71,1.22,26.16,29.23,1.89,2.61,0.66,0.75,1.21,24.32,21.23,29.57,4.78,23.95,23.19
2025-01-22 14:38:58,3.74,2.54,27.54,27.06,1.85,22.89,4.29,1.54,4.49,26.45,28.61,25.77,25.06,1.46,26.92,21.98,25.01,3.42,4.08,1.04
2025-01-22 14:38:59,2.07,27.62,27.29,2.12,4.12,29.78,1.29,27.23,3.91,1.31,2.8,2.57,1.73,27.27,2.66,2.86,25.61,3.22,1.41,20.97
2025-01-22 14:39:00,29.08,21.08,0.58,3.16,0.99,2.89,28.92,2.36,22.71,0.66,3.8,1.69,29.41,1.39,28.85,1.46,1.25,20.42,3.69,2.75
2025-01-22 14:39:01,22.92,0.99,1.84,1.2,29.09,4.85,4.15,1.84,2.21,2.24,1.19,1.84,2.45,3.34,0.65,4.36,28.59,1.58,1.66,2.47
2025-01-22 14:39:02,26.63,25.46,28.61,0.59,2.53,4.41,0.73,0.95,20.34,0.83,20.16,1.9,1.57,0.85,21.25,1.26,22.23,0.7,0.51,26.04
2025-01-22 14:39:03,1.5,2.76,3.73,29.47,28.05,3.49,0.63,4.46,1.01,0.75,1.1,1.43,1.69,4.78,1.77,0.68,1.45,1.12,1.89,29.22
2025-01-22 14:39:04,1.51,20.07,24.81,1.22,21.91,27.74,0.98,4.31,0.63,26.35,25.34,20.05,27.64,1.49,1.47,25.54,23.86,4.96,27.87,1.89
2025-01-22 14:39:05,3.1,26.88,1.22,29.33,21.28,21.17,1.54,0.82,0.84,20.48,2.25,22.07,1.94,1.46,4.36,3.94,4.84,29.09,2.2,2.02
2025-01-22 14:39:06,27.83,4.37,3.23,21.11,4.13,4.18,25.2,3.56,22.53,3.63,1.6,2.96,2.9,0.52,1.91,0.87,0.52,27.62,22.98,0.58
2025-01-22 14:39:07,0.58,0.94,28.03,28.25,3.13,1.9,1.48,23.75,29.04,1.04,4.85,2.36,1.0,23.74,2.75,1.68,4.65,2.28,0.52,0.84
2025-01-22 14:39:08,0.7,2.08,21.72,1.63,20.39,0.59,28.42,1.32,4.47,25.26,4.92,3.26,4.53,3.3,1.87,28.13,29.56,1.83,3.88,4.65
2025-01-22 14:39:09,2.37,1.3,4.57,4.71,2.7,1.26,21.74,26.12,1.93,0.63,28.79,4.68,3.17,29.78,1.18,0.61,22.68,1.93,1.57,22.63
2025-01-22 14:39:10,4.22,4.65,0.77,29.07,4.19,4.29,3.09,26.92,24.77,1.92,23.31,21.63,1.28,2.11,0.72,1.42,20.84,1.08,0.76,0.8
2025-01-22 14:39:11,3.67,24.55,25.69,2.12,3.3,0.95,4.96,4.25,28.81,3.21,20.17,25.44,2.25,0.52,1.43,1.69,4.55,4.08,2.41,0.86
2025-01-22 14:39:12,29.16,1.67,2.02,4.3,25.96,2.69,26.47,2.63,1.53,21.18,1.45,3.87,4.79,2.4,1.69,0.87,2.69,29.13,28.91,4.99
2025-01-22 14:39:13,2.63,24.93,1.84,0.71,1.76,27.48,4.56,2.35,4.5,4.47,0.54,4.51,1.42,3.49,21.45,29.94,1.88,2.93,20.3,2.63
2025-01-22 14:39:14,1.07,1.46,21.37,1.13,4.99,0.56,1.5,2.85,27.51,21.2,4.71,2.48,21.83,26.16,4.77,4.57,3.71,24.52,1.03,1.89
2025-01-22 14:39:15,2.69,1.75,0.77,21.7,29.46,25.16,3.86,2.16,0.55,4.7,4.46,2.15,22.43,0.71,1.21,1.98,22.76,26.21,24.37,1.96
2025-01-22 14:39:16,2.67,2.43,2.23,1.09,0.86,0.5,2.61,3.66,1.38,28.96,29.74,28.35,27.39,24.92,2.1,26.38,25.84,1.96,2.5,1.4
2025-01-22 14:39:17,24.47,0.64,22.18,3.27,0.6,21.82,3.9,1.55,4.0,2.49,3.24,1.28,1.37,1.49,0.99,1.05,20.85,1.86,1.46,2.54
2025-01-22 14:39:18,1.87,24.52,3.11,4.72,1.01,26.84,0.9,25.13,20.29,2.57,2.44,4.89,3.36,1.16,21.15,3.15,3.23,20.7,3.52,1.67
2025-01-22 14:39:19,1.1,2.09,24.3,3.67,1.02,23.14,29.33,4.03,25.68,4.97,0.58,1.56,1.02,2.79,21.01,3.29,22.95,24.22,0.87,1.18
2025-01-22 14:39:20,3.39,28.36,20.4,1.81,4.42,3.44,4.97,25.21,4.28,20.81,0.68,25.27,1.5,20.03,28.8,0.52,22.39,26.43,1.46,1.46
2025-01-22 14:39:21,4.69,29.59,2.37,3.53,1.62,25.76,28.63,25.78,30.0,4.93,0.97,23.28,1.06,4.72,3.62,2.11,28.56,1.83,2.15,4.11
2025-01-22 14:39:22,4.13,23.46,1.0,1.63,23.61,2.55,3.49,2.92,4.81,3.69,23.65,22.02,0.93,23.51,0.56,3.47,0.8,25.86,3.08,1.95
2025-01-22 14:39:23,4.62,27.51,3.9,1.03,1.85,1.0,24.18,26.09,21.33,3.77,1.68,29.29,4.27,2.08,21.57,0.79,3.24,0.57,0.78,4.25
2025-01-22 14:39:24,1.94,1.26,23.95,0.76,0.99,21.52,28.79,28.5,0.73,0.62,3.69,3.57,26.98,2.67,3.67,0.92,1.1,29.56,22.61,3.41
2025-01-22 14:39:25,3.47,1.77,0.66,1.11,0.65,4.13,2.96,3.27,1.52,2.08,25.91,4.53,3.95,4.45,23.27,1.05,4.71,3.95,3.39,2.03
2025-01-22 14:39:26,1.0,2.75,25.09,0.55,0.64,2.65,1.38,3.69,1.42,3.5,3.34,3.64,26.72,1.41,22.59,2.88,28.88,0.71,24.02,4.17
2025-01-22 14:39:27,0.99,3.6,1.96,1.19,0.92,1.98,3.91,4.32,26.63,23.2,1.21,4.26,1.42,3.83,0.53,26.33,26.33,4.64,4.45,1.53
2025-01-22 14:39:28,3.25,2.57,2.35,3.99,22.26,4.66,0.56,4.97,2.16,4.41,27.28,1.08,4.54,3.73,0.62,4.27,0.73,22.17,3.36,21.22
2025-01-22 14:39:29,22.93,1.19,28.25,3.22,24.79,2.62,4.66,0.8,27.52,26.47,4.49,0.87,1.45,23.29,29.59,1.36,28.91,0.9,1.69,28.09
2025-01-22 14:39:30,22.33,20.68,28.21,1.15,24.56,0.71,3.31,1.78,4.38,2.1,3.28,2.52,3.58,26.72,1.42,3.1,1.55,4.09,0.51,1.28
2025-01-22 14:39:31,1.25,1.89,0.88,2.44,1.46,3.02,3.51,25.68,0.64,20.72,21.32,24.12,28.9,1.93,4.2,4.32,24.01,24.97,2.41,1.0
2025-01-22 14:39:32,4.37,1.88,2.19,0.72,2.69,0.82,27.22,1.42,2.02,26.3,0.56,1.25,22.19,1.32,25.52,1.94,2.98,1.86,29.22,1.27
2025-01-22 14:39:33,2.85,3.57,1.16,0.77,25.29,4.67,0.98,2.44,4.22,22.15,23.0,21.69,26.44,0.5,4.67,1.76,4.05,22.64,4.67,1.23
2025-01-22 14:39:34,1.12,2.37,1.11,2.67,1.2,20.17,0.82,26.23,24.2,1.86,21.35,0.87,1.19,1.24,20.21,0.77,0.83,1.48,2.32,4.24
2025-01-22 14:39:35,23.48,1.89,1.53,1.21,3.43,1.96,4.33,4.56,22.83,4.15,4.78,2.32,0.77,2.08,1.31,0.53,25.25,0.7,3.24,0.73
2025-01-22 14:39:36,26.72,22.09,4.81,21.96,2.28,3.07,4.74,26.59,0.82,1.0,20.07,22.99,27.92,2.15,28.17,3.08,25.03,1.96,1.33,1.81
2025-01-22 14:39:37,27.31,4.89,0.76,4.56,0.64,2.55,1.64,2.92,2.22,1.55,0.91,3.74,1.53,22.7,4.75,27.27,3.99,3.42,3.96,24.67
2025-01-22 14:39:38,4.43,1.91,3.82,1.91,29.12,29.43,29.35,25.8,2.71,2.08,3.97,4.87,27.91,3.18,23.84,1.24,1.84,0.68,1.23,3.87
2025-01-22 14:39:39,2.47,3.87,3.81,3.1,3.37,27.7,4.0,24.92,21.49,3.99,1.79,24.21,4.43,3.29,0.88,1.37,1.48,0.79,4.56,1.08
2025-01-22 14:39:40,29.34,28.16,1.79,20.11,3.18,4.91,29.35,3.45,4.68,0.68,3.33,3.31,1.34,4.43,26.55,2.9,28.08,3.26,23.69,1.25
2025-01-22 14:39:41,1.48,26.22,3.45,3.59,3.49,4.92,0.99,3.82,25.41,21.79,0.52,0.56,1.72,1.94,23.45,20.4,1.13,1.46,4.65,2.39
2025-01-22 14:39:42,2.01,29.82,2.12,1.82,1.0,28.6,2.18,3.76,0.7,27.1,3.23,1.69,20.39,0.88,22.61,3.43,3.75,2.57,28.85,2.4
2025-01-22 14:39:43,4.35,3.05,0.52,4.43,29.05,29.23,1.97,25.16,3.05,2.92,29.88,24.25,23.2,1.59,1.04,1.32,3.95,21.88,3.8,1.92
2025-01-22 14:39:44,29.98,26.44,25.89,22.17,1.38,4.64,1.96,1.65,0.52,3.86,3.54,21.72,1.6,1.24,2.62,1.59,29.51,28.42,29.66,26.6
2025-01-22 14:39:45,4.37,4.33,3.16,0.91,3.46,2.34,1.41,1.6,4.28,1.04,20.46,1.28,0.95,4.16,4.08,4.86,4.82,3.73,22.88,2.33
2025-01-22 14:39:46,0.51,29.26,24.02,23.25,0.65,2.03,1.98,25.06,1.94,28.89,25.63,21.45,4.9,4.28,4.06,1.38,23.75,25.64,4.44,2.94
2025-01-22 14:39:47,4.22,1.73,1.24,1.71,22.78,0.53,1.71,29.05,1.41,4.67,29.89,1.41,0.54,20.26,1.36,29.39,23.4,4.76,1.02,0.64
